NGC0001
NGC0229
NGC0230
NGC0231
NGC0232
NGC0233
NGC0234
NGC0235
NGC0235A
NGC0235B
NGC0236
NGC0237
NGC0238
NGC0239
NGC0240
NGC0241
NGC0242
NGC0243
NGC0244
NGC0245
NGC0246
NGC0247
NGC0247A
NGC0247B
NGC0247C
NGC0247D
NGC0248
NGC0249
NGC0250
NGC0251
NGC0252
NGC0253
NGC0254
NGC0255
NGC0256
NGC0257
NGC0258
NGC0259
NGC0260
NGC0261
NGC0262
NGC0263
NGC0264
NGC0265
NGC0266
NGC0267
NGC0268
NGC0269
NGC0270
NGC0271
NGC0272
NGC0273
NGC0274
NGC0275
NGC0276
NGC0277
NGC0278
NGC0279
NGC0280
NGC0281
NGC0282
NGC0283
NGC0284
NGC0285
NGC0286
NGC0287
NGC0288
NGC0289
NGC0290
NGC0291
NGC0292
NGC0293
NGC0294
NGC0295
NGC0296
NGC0297
NGC0298
NGC0299
NGC0300
NGC0301
NGC0302
NGC0303
NGC0304
NGC0305
NGC0306
NGC0307
NGC0308
NGC0309
NGC0310
NGC0311
NGC0312
NGC0313
NGC0314
NGC0315
NGC0316
NGC0317A
NGC0317B
NGC0318
NGC0319
NGC0320
NGC0321
NGC0322
NGC0323
NGC0324
NGC0325
NGC0326
NGC0326 NED01
NGC0326 NED02
NGC0327
NGC0328
NGC0329
NGC0330
NGC0331
NGC0332
NGC0333A
NGC0333B
NGC0334
NGC0335
NGC0336
NGC0337
NGC0337A
NGC0338
NGC0339
NGC0340
NGC0341
NGC0342
NGC0343
NGC0344
NGC0345
NGC0346
NGC0347
NGC0348
NGC0349
NGC0350
NGC0351
NGC0352
NGC0353
NGC0354
NGC0355
NGC0356
NGC0357
NGC0358
NGC0359
NGC0360
NGC0361
NGC0362
NGC0363
NGC0364
NGC0365
NGC0366
NGC0367
NGC0368
NGC0369
NGC0370
NGC0371
NGC0372
NGC0373
NGC0374
NGC0375
NGC0376
NGC0377
NGC0378
NGC0379
NGC0380
NGC0381
NGC0382
NGC0383
NGC0384
NGC0385
NGC0386
NGC0387
NGC0388
NGC0389
NGC0390
NGC0391
NGC0392
NGC0393
NGC0394
NGC0395
NGC0396
NGC0397
NGC0398
NGC0399
NGC0400
NGC0401
NGC0402
NGC0403
NGC0404
NGC0405
NGC0406
NGC0407
NGC0408
NGC0409
NGC0410
NGC0411
NGC0412
NGC0413
NGC0414
NGC0414 NED01
NGC0414 NED02
NGC0415
NGC0416
NGC0417
NGC0418
NGC0419
NGC0420
NGC0421
NGC0422
NGC0423
NGC0424
NGC0425
NGC0426
NGC0427
NGC0428
NGC0429
NGC0430
NGC0431
NGC0432
NGC0433
NGC0434
NGC0434A
NGC0435
NGC0436
NGC0437
NGC0438
NGC0439
NGC0440
NGC0441
NGC0442
NGC0443
NGC0444
NGC0445
NGC0446
NGC0447
NGC0448
NGC0449
NGC0450
NGC0451
NGC0452
NGC0453
NGC0454
NGC0454 NED01
NGC0454 NED02
NGC0455
NGC0456
NGC0457
NGC0458
NGC0459
NGC0460
NGC0461
NGC0462
NGC0463
NGC0464
NGC0465
NGC0466
NGC0467
NGC0468
NGC0469
NGC0470
NGC0471
NGC0472
NGC0473
NGC0474
NGC0475
NGC0476
NGC0477
NGC0478
NGC0479
NGC0480
NGC0481
NGC0482
NGC0483
NGC0484
NGC0485
NGC0486
NGC0487
NGC0488
NGC0489
NGC0490
NGC0491
NGC0491A
NGC0492
NGC0493
NGC0494
NGC0495
NGC0496
NGC0497
NGC0498
NGC0499
NGC0500
NGC0501
NGC0502
NGC0503
NGC0504
NGC0505
NGC0506
NGC0507
NGC0508
NGC0509
NGC0510
NGC0511
NGC0512
NGC0513
NGC0514
NGC0515
NGC0516
NGC0517
NGC0518
NGC0519
NGC0520
NGC0520 NED01
NGC0520 NED02
NGC0521
NGC0522
NGC0523
NGC0524
NGC0525
NGC0526
NGC0526A
NGC0526B
NGC0527
NGC0527B
NGC0528
NGC0529
NGC0530
NGC0531
NGC0532
NGC0533
NGC0534
NGC0535
NGC0536
NGC0537
NGC0538
NGC0539
NGC0540
NGC0541
NGC0542
NGC0543
NGC0544
NGC0545
NGC0546
NGC0547
NGC0548
NGC0549
NGC0550
NGC0551
NGC0552
NGC0553
NGC0554A
NGC0554B
NGC0555
NGC0556
NGC0557
NGC0558
NGC0559
NGC0560
NGC0561
NGC0562
NGC0563
NGC0564
NGC0565
NGC0566
NGC0567
NGC0568
NGC0569
NGC0570
NGC0571
NGC0572
NGC0573
NGC0574
NGC0575
NGC0576
NGC0577
NGC0578
NGC0579
NGC0580
NGC0581
NGC0582
NGC0583
NGC0584
NGC0585
NGC0586
NGC0587
NGC0588
NGC0589
NGC0590
NGC0591
NGC0592
NGC0593
NGC0594
NGC0595
NGC0596
NGC0597
NGC0598
NGC0599
NGC0600
NGC0601
NGC0602
NGC0603
NGC0604
NGC0605
NGC0606
NGC0607
NGC0608
NGC0609
NGC0610
NGC0611
NGC0612
NGC0613
NGC0614
NGC0615
NGC0616
NGC0617
NGC0618
NGC0619
NGC0620
NGC0621
NGC0622
NGC0623
NGC0624
NGC0625
NGC0626
NGC0627
NGC0628
NGC0629
NGC0630
NGC0631
NGC0632
NGC0633
NGC0634
NGC0635
NGC0636
NGC0637
NGC0638
NGC0639
NGC0640
NGC0641
NGC0642
NGC0643
NGC0643A
NGC0643B
NGC0643C
NGC0644
NGC0645
NGC0646
NGC0646 NED01
NGC0646 NED02
NGC0647
NGC0648
NGC0649
NGC0650
NGC0651
NGC0652
NGC0653
NGC0654
NGC0655
NGC0656
NGC0657
NGC0658
NGC0659
NGC0660
NGC0661
NGC0662
NGC0663
NGC0664
NGC0665
NGC0666
NGC0667
NGC0668
NGC0669
NGC0670
NGC0671
NGC0672
NGC0673
NGC0674
NGC0675
NGC0676
NGC0677
NGC0678
NGC0679
NGC0680
NGC0681
NGC0682
NGC0683
NGC0684
NGC0685
NGC0686
NGC0687
NGC0688
NGC0689
NGC0690
NGC0691
NGC0692
NGC0693
NGC0694
NGC0695
NGC0696
NGC0697
NGC0698
NGC0699
NGC0700
NGC0701
NGC0702
NGC0702 NED01
NGC0702 NED02
NGC0703
NGC0704A
NGC0704B
NGC0705
NGC0706
NGC0707
NGC0708
NGC0709
NGC0710
NGC0711
NGC0712
NGC0713
NGC0714
NGC0715
NGC0716
NGC0717
NGC0718
NGC0719
NGC0720
NGC0721
NGC0722
NGC0723
NGC0724
NGC0725
NGC0726
NGC0727
NGC0728
NGC0729
NGC0730
NGC0731
NGC0732
NGC0733
NGC0734
NGC0735
NGC0736
NGC0737
NGC0738
NGC0739
NGC0740
NGC0741
NGC0742
NGC0743
NGC0744
NGC0745
NGC0745 NED01
NGC0745 NED02
NGC0745 NED03
NGC0746
NGC0747
NGC0748
NGC0749
NGC0750
NGC0751
NGC0752
NGC0753
NGC0754
NGC0755
NGC0756
NGC0757
NGC0758
NGC0759
NGC0760
NGC0761
NGC0762
NGC0763
NGC0764
NGC0765
NGC0766
NGC0767
NGC0768
NGC0769
NGC0770
NGC0771
NGC0772
NGC0773
NGC0774
NGC0775
NGC0776
NGC0777
NGC0778
NGC0779
NGC0780
NGC0781
NGC0782
NGC0783
NGC0784
NGC0785
NGC0786
NGC0787
NGC0788
NGC0789
NGC0790
NGC0791
NGC0792
NGC0793
NGC0794
NGC0795
NGC0796
NGC0797
NGC0797 NED01
NGC0797 NED02
NGC0798
NGC0799
NGC0800
NGC0801
NGC0802
NGC0803
NGC0804
NGC0805
NGC0806
NGC0807
NGC0808
NGC0809
NGC0810
NGC0810 NED01
NGC0810 NED02
NGC0811
NGC0812
NGC0813
NGC0814
NGC0815
NGC0815 NED01
NGC0815 NED02
NGC0816
NGC0817
NGC0818
NGC0819
NGC0820
NGC0821
NGC0822
NGC0823
NGC0824
NGC0825
NGC0826
NGC0827
NGC0828
NGC0829
NGC0830
NGC0831
NGC0832
NGC0833
NGC0834
NGC0835
NGC0836
NGC0837
NGC0838
NGC0839
NGC0840
NGC0841
NGC0842
NGC0843
NGC0844
NGC0845
NGC0846
NGC0847
NGC0848
NGC0849
NGC0850
NGC0851
NGC0852
NGC0853
NGC0854
NGC0855
NGC0856
NGC0857
NGC0858
NGC0859
NGC0860
NGC0861
NGC0862
NGC0863
NGC0864
NGC0865
NGC0866
NGC0867
NGC0868
NGC0869
NGC0870
NGC0871
NGC0872
NGC0873
NGC0874
NGC0875
NGC0876
NGC0877
NGC0878
NGC0879
NGC0880
NGC0881
NGC0882
NGC0883
NGC0884
NGC0885
NGC0886
NGC0887
NGC0888
NGC0889
NGC0890
NGC0891
NGC0892
NGC0893
NGC0894
NGC0895
NGC0896
NGC0897
NGC0898
NGC0899
NGC0900
NGC0901
NGC0902
NGC0903
NGC0904
NGC0905
NGC0906
NGC0907
NGC0908
NGC0909
NGC0910
NGC0911
NGC0912
NGC0913
NGC0914
NGC0915
NGC0916
NGC0917
NGC0918
NGC0919
NGC0920
NGC0921
NGC0922
NGC0923
NGC0924
NGC0925
NGC0926
NGC0927
NGC0928
NGC0929
NGC0930
NGC0931
NGC0932
NGC0933
NGC0934
NGC0935
NGC0936
NGC0937
NGC0938
NGC0939
NGC0940
NGC0941
NGC0942
NGC0943
NGC0944
NGC0945
NGC0946
NGC0947
NGC0948
NGC0949
NGC0950
NGC0951
NGC0952
NGC0953
NGC0954
NGC0955
NGC0956
NGC0957
NGC0958
NGC0959
NGC0960
NGC0961
NGC0962
NGC0963
NGC0964
NGC0965
NGC0966
NGC0967
NGC0968
NGC0969
NGC0970
NGC0970 NED01
NGC0970 NED02
NGC0971
NGC0972
NGC0973
NGC0974
NGC0975
NGC0976
NGC0977
NGC0978A
NGC0978B
NGC0979
NGC0980
NGC0981
NGC0982
NGC0983
NGC0984
NGC0985
NGC0986
NGC0986A
NGC0987
NGC0988
NGC0989
NGC0990
NGC0991
NGC0992
NGC0993
NGC0994
NGC0995
NGC0996
NGC0997
NGC0997 NED01
NGC0997 NED02
NGC0998
NGC0999
NGC1000
NGC1001
NGC1002
NGC1003
NGC1004
NGC1005
NGC1006
NGC1007
NGC1008
NGC1009
NGC1010
NGC1011
NGC1012
NGC1013
NGC1014
NGC1015
NGC1016
NGC1017
NGC1018
NGC1019
NGC1020
NGC1021
NGC1022
NGC1023
NGC1023A
NGC1024
NGC1025
NGC1026
NGC1027
NGC1028
NGC1029
NGC1030
NGC1031
NGC1032
NGC1033
NGC1034
NGC1035
NGC1036
NGC1037
NGC1038
NGC1039
NGC1040
NGC1041
NGC1042
NGC1043
NGC1044
NGC1044 NED01
NGC1044 NED02
NGC1045
NGC1046
NGC1047
NGC1048
NGC1048A
NGC1049
NGC1050
NGC1051
NGC1052
NGC1053
NGC1054
NGC1055
NGC1056
NGC1057
NGC1058
NGC1059
NGC1060
NGC1061
NGC1062
NGC1063
NGC1064
NGC1065
NGC1066
NGC1067
NGC1068
NGC1069
NGC1070
NGC1071
NGC1072
NGC1073
NGC1074
NGC1075
NGC1076
NGC1077A
NGC1077B
NGC1078
NGC1079
NGC1080
NGC1081
NGC1082
NGC1083
NGC1084
NGC1085
NGC1086
NGC1087
NGC1088
NGC1088 NED01
NGC1088 NED02
NGC1089
NGC1090
NGC1091
NGC1092
NGC1093
NGC1094
NGC1095
NGC1096
NGC1097
NGC1097A
NGC1098
NGC1099
NGC1100
NGC1101
NGC1102
NGC1103
NGC1104
NGC1105
NGC1106
NGC1107
NGC1108
NGC1109
NGC1110
NGC1111
NGC1112
NGC1113
NGC1114
NGC1115
NGC1116
NGC1117
NGC1118
NGC1119
NGC1120
NGC1121
NGC1122
NGC1123
NGC1124
NGC1125
NGC1126
NGC1127
NGC1128
NGC1128 NED01
NGC1128 NED02
NGC1129
NGC1130
NGC1131
NGC1132
NGC1133
NGC1134
NGC1135
NGC1136
NGC1137
NGC1138
NGC1139
NGC1140
NGC1141
NGC1142
NGC1143
NGC1144
NGC1145
NGC1146
NGC1147
NGC1148
NGC1149
NGC1150
NGC1151
NGC1152
NGC1153
NGC1154
NGC1155
NGC1156
NGC1157
NGC1158
NGC1159
NGC1160
NGC1161
NGC1162
NGC1163
NGC1164
NGC1165
NGC1166
NGC1167
NGC1168
NGC1169
NGC1170
NGC1171
NGC1172
NGC1173
NGC1174
NGC1175
NGC1176
NGC1177
NGC1178
NGC1179
NGC1180
NGC1181
NGC1182
NGC1183
NGC1184
NGC1185
NGC1186
NGC1187
NGC1188
NGC1189
NGC1190
NGC1191
NGC1192
NGC1193
NGC1194
NGC1195
NGC1196
NGC1197
NGC1198
NGC1199
NGC1200
NGC1201
NGC1202
NGC1203A
NGC1203B
NGC1204
NGC1205
NGC1206
NGC1207
NGC1208
NGC1209
NGC1210
NGC1211
NGC1212
NGC1213
NGC1214
NGC1215
NGC1216
NGC1217
NGC1218
NGC1219
NGC1220
NGC1221
NGC1222
NGC1223
NGC1224
NGC1225
NGC1226
NGC1227
NGC1228
NGC1229
NGC1230
NGC1231
NGC1232
NGC1232A
NGC1233
NGC1234
NGC1235
NGC1236
NGC1237
NGC1238
NGC1239
NGC1240
NGC1241
NGC1242
NGC1243
NGC1244
NGC1245
NGC1246
NGC1247
NGC1248
NGC1249
NGC1250
NGC1251
NGC1252
NGC1253
NGC1253A
NGC1254
NGC1255
NGC1256
NGC1257
NGC1258
NGC1259
NGC1260
NGC1261
NGC1262
NGC1263
NGC1264
NGC1265
NGC1266
NGC1267
NGC1268
NGC1269
NGC1270
NGC1271
NGC1272
NGC1273
NGC1274
NGC1275
NGC1276
NGC1277
NGC1278
NGC1279
NGC1280
NGC1281
NGC1282
NGC1283
NGC1284
NGC1285
NGC1286
NGC1287
NGC1288
NGC1289
NGC1290
NGC1291
NGC1292
NGC1293
NGC1294
NGC1295
NGC1296
NGC1297
NGC1298
NGC1299
NGC1300
NGC1301
NGC1302
NGC1303
NGC1304
NGC1305
NGC1306
NGC1307
NGC1308
NGC1309
NGC1310
NGC1311
NGC1312
NGC1313
NGC1313A
NGC1314
NGC1315
NGC1316
NGC1316A
NGC1316B
NGC1316C
NGC1317
NGC1318
NGC1319
NGC1320
NGC1321
NGC1322
NGC1323
NGC1324
NGC1325
NGC1325A
NGC1326
NGC1326A
NGC1326B
NGC1327
NGC1328
NGC1329
NGC1330
NGC1331
NGC1332
NGC1333
NGC1334
NGC1335
NGC1336
NGC1337
NGC1338
NGC1339
NGC1340
NGC1341
NGC1342
NGC1343
NGC1344
NGC1345
NGC1346
NGC1347
NGC1347 NED01
NGC1347 NED02
NGC1348
NGC1349
NGC1350
NGC1351
NGC1351A
NGC1352
NGC1353
NGC1354
NGC1355
NGC1356
NGC1357
NGC1358
NGC1359
NGC1360
NGC1361
NGC1362
NGC1363
NGC1364
NGC1365
NGC1366
NGC1367
NGC1368
NGC1369
NGC1370
NGC1371
NGC1372
NGC1373
NGC1374
NGC1375
NGC1376
NGC1377
NGC1378
NGC1379
NGC1380
NGC1380A
NGC1380B
NGC1381
NGC1382
NGC1383
NGC1384
NGC1385
NGC1386
NGC1387
NGC1388
NGC1389
NGC1390
NGC1391
NGC1392
NGC1393
NGC1394
NGC1395
NGC1396
NGC1397
NGC1398
NGC1399
NGC1400
NGC1401
NGC1402
NGC1403
NGC1404
NGC1405
NGC1406
NGC1407
NGC1408
NGC1409
NGC1410
NGC1411
NGC1412
NGC1413
NGC1414
NGC1415
NGC1416
NGC1417
NGC1418
NGC1419
NGC1420
NGC1421
NGC1422
NGC1423
NGC1424
NGC1425
NGC1426
NGC1427
NGC1427A
NGC1428
NGC1429
NGC1430
NGC1431
NGC1432
NGC1433
NGC1434
NGC1435
NGC1436
NGC1437
NGC1437B
NGC1438
NGC1439
NGC1440
NGC1441
NGC1442
NGC1443
NGC1444
NGC1445
NGC1446
NGC1447
NGC1448
NGC1449
NGC1450
NGC1451
NGC1452
NGC1453
NGC1454
NGC1455
NGC1456
NGC1457
NGC1458
NGC1459
NGC1460
NGC1461
NGC1462
NGC1463
NGC1464
NGC1465
NGC1466
NGC1467
NGC1468
NGC1469
NGC1470
NGC1471
NGC1472
NGC1473
NGC1474
NGC1475
NGC1476
NGC1477
NGC1478
NGC1479
NGC1480
NGC1481
NGC1482
NGC1483
NGC1484
NGC1485
NGC1486
NGC1487
NGC1487 NED01
NGC1487 NED02
NGC1488
NGC1489
NGC1490
NGC1491
NGC1492
NGC1493
NGC1494
NGC1495
NGC1496
NGC1497
NGC1498
NGC1499
NGC1500
NGC1501
NGC1502
NGC1503
NGC1504
NGC1505
NGC1506
NGC1507
NGC1508
NGC1509
NGC1510
NGC1511
NGC1511A
NGC1511B
NGC1512
NGC1513
NGC1514
NGC1515
NGC1515A
NGC1516A
NGC1516B
NGC1517
NGC1518
NGC1519
NGC1520
NGC1521
NGC1522
NGC1523
NGC1524
NGC1525
NGC1526
NGC1527
NGC1528
NGC1529
NGC1530
NGC1530A
NGC1531
NGC1532
NGC1533
NGC1534
NGC1535
NGC1536
NGC1537
NGC1538
NGC1539
NGC1540
NGC1540A
NGC1541
NGC1542
NGC1543
NGC1544
NGC1545
NGC1546
NGC1547
NGC1548
NGC1549
NGC1550
NGC1551
NGC1552
NGC1553
NGC1554
NGC1555
NGC1556
NGC1557
NGC1558
NGC1559
NGC1560
NGC1561
NGC1562
NGC1563
NGC1564
NGC1565
NGC1566
NGC1567
NGC1568
NGC1569
NGC1570
NGC1571
NGC1572
NGC1573
NGC1574
NGC1575
NGC1576
NGC1577
NGC1578
NGC1579
NGC1580
NGC1581
NGC1582
NGC1583
NGC1584
NGC1585
NGC1586
NGC1587
NGC1588
NGC1589
NGC1590
NGC1591
NGC1592
NGC1593
NGC1594
NGC1595
NGC1596
NGC1597
NGC1598
NGC1599
NGC1600
NGC1601
NGC1602
NGC1603
NGC1604
NGC1605
NGC1606
NGC1607
NGC1608
NGC1609
NGC1610
NGC1611
NGC1612
NGC1613
NGC1614
NGC1615
NGC1616
NGC1617
NGC1618
NGC1619
NGC1620
NGC1621
NGC1622
NGC1623
NGC1624
NGC1625
NGC1626
NGC1627
NGC1628
NGC1629
NGC1630
NGC1631
NGC1632
NGC1633
NGC1634
NGC1635
NGC1636
NGC1637
NGC1638
NGC1639
NGC1640
NGC1641
NGC1642
NGC1643
NGC1644
NGC1645
NGC1646
NGC1647
NGC1648
NGC1649
NGC1650
NGC1651
NGC1652
NGC1653
NGC1654
NGC1655
NGC1656
NGC1657
NGC1658
NGC1659
NGC1660
NGC1661
NGC1662
NGC1663
NGC1664
NGC1665
NGC1666
NGC1667
NGC1668
NGC1669
NGC1670
NGC1671
NGC1672
NGC1673
NGC1674
NGC1675
NGC1676
NGC1677
NGC1678
NGC1679
NGC1680
NGC1681
NGC1682
NGC1683
NGC1684
NGC1685
NGC1686
NGC1687
NGC1688
NGC1689
NGC1690
NGC1691
NGC1692
NGC1693
NGC1694
NGC1695
NGC1696
NGC1697
NGC1698
NGC1699
NGC1700
NGC1701
NGC1702
NGC1703
NGC1704
NGC1705
NGC1706
NGC1707
NGC1708
NGC1709
NGC1710
NGC1711
NGC1712
NGC1713
NGC1714
NGC1715
NGC1716
NGC1717
NGC1718
NGC1719
NGC1720
NGC1721
NGC1722
NGC1723
NGC1724
NGC1725
NGC1726
NGC1727
NGC1728
NGC1729
NGC1730
NGC1731
NGC1732
NGC1733
NGC1734
NGC1735
NGC1736
NGC1737
NGC1738
NGC1739
NGC1740
NGC1741
NGC1741B
NGC1742
NGC1743
NGC1744
NGC1745
NGC1746
NGC1747
NGC1748
NGC1749
NGC1750
NGC1751
NGC1752
NGC1753
NGC1754
NGC1755
NGC1756
NGC1757
NGC1758
NGC1759
NGC1760
NGC1761
NGC1762
NGC1763
NGC1764
NGC1765
NGC1766
NGC1767
NGC1768
NGC1769
NGC1770
NGC1771
NGC1772
NGC1773
NGC1774
NGC1775
NGC1776
NGC1777
NGC1778
NGC1779
NGC1780
NGC1781
NGC1782
NGC1783
NGC1784
NGC1785
NGC1786
NGC1787
NGC1788
NGC1789
NGC1790
NGC1791
NGC1792
NGC1793
NGC1794
NGC1795
NGC1796
NGC1796A
NGC1796B
NGC1797
NGC1798
NGC1799
NGC1800
NGC1801
NGC1802
NGC1803
NGC1804
NGC1805
NGC1806
NGC1807
NGC1808
NGC1809
NGC1810
NGC1811
NGC1812
NGC1813
NGC1814
NGC1815
NGC1816
NGC1817
NGC1818
NGC1819
NGC1820
NGC1821
NGC1822
NGC1823
NGC1824
NGC1825
NGC1826
NGC1827
NGC1828
NGC1829
NGC1830
NGC1831
NGC1832
NGC1833
NGC1834
NGC1835
NGC1836
NGC1837
NGC1838
NGC1839
NGC1840
NGC1841
NGC1842
NGC1843
NGC1844
NGC1845
NGC1846
NGC1847
NGC1848
NGC1849
NGC1850
NGC1851
NGC1852
NGC1853
NGC1854
NGC1855
NGC1856
NGC1857
NGC1858
NGC1859
NGC1860
NGC1861
NGC1862
NGC1863
NGC1864
NGC1865
NGC1866
NGC1867
NGC1868
NGC1869
NGC1870
NGC1871
NGC1872
NGC1873
NGC1874
NGC1875
NGC1876
NGC1877
NGC1878
NGC1879
NGC1880
NGC1881
NGC1882
NGC1883
NGC1884
NGC1885
NGC1886
NGC1887
NGC1888
NGC1889
NGC1890
NGC1891
NGC1892
NGC1893
NGC1894
NGC1895
NGC1896
NGC1897
NGC1898
NGC1899
NGC1900
NGC1901
NGC1902
NGC1903
NGC1904
NGC1905
NGC1906
NGC1907
NGC1908
NGC1909
NGC1910
NGC1911
NGC1912
NGC1913
NGC1914
NGC1915
NGC1916
NGC1917
NGC1918
NGC1919
NGC1920
NGC1921
NGC1922
NGC1923
NGC1924
NGC1925
NGC1926
NGC1927
NGC1928
NGC1929
NGC1930
NGC1931
NGC1932
NGC1933
NGC1934
NGC1935
NGC1936
NGC1937
NGC1938
NGC1939
NGC1940
NGC1941
NGC1942
NGC1943
NGC1944
NGC1945
NGC1946
NGC1947
NGC1948
NGC1949
NGC1950
NGC1951
NGC1952
NGC1953
NGC1954
NGC1955
NGC1956
NGC1957
NGC1958
NGC1959
NGC1960
NGC1961
NGC1962
NGC1963
NGC1964
NGC1965
NGC1966
NGC1967
NGC1968
NGC1969
NGC1970
NGC1971
NGC1972
NGC1973
NGC1974
NGC1975
NGC1976
NGC1977
NGC1978
NGC1979
NGC1980
NGC1981
NGC1982
NGC1983
NGC1984
NGC1985
NGC1986
NGC1987
NGC1988
NGC1989
NGC1990
NGC1991
NGC1992
NGC1993
NGC1994
NGC1995
NGC1996
NGC1997
NGC1998
NGC1999
NGC2000
NGC2001
NGC2002
NGC2003
NGC2004
NGC2005
NGC2006
NGC2007
NGC2008
NGC2009
NGC2010
NGC2011
NGC2012
NGC2013
NGC2014
NGC2015
NGC2016
NGC2017
NGC2018
NGC2019
NGC2020
NGC2021
NGC2022
NGC2023
NGC2024
NGC2025
NGC2026
NGC2027
NGC2028
NGC2029
NGC2030
NGC2031
NGC2032
NGC2033
NGC2034
NGC2035
NGC2036
NGC2037
NGC2038
NGC2039
NGC2040
NGC2041
NGC2042
NGC2043
NGC2044
NGC2045
NGC2046
NGC2047
NGC2048
NGC2049
NGC2050
NGC2051
NGC2052
NGC2053
NGC2054
NGC2055
NGC2056
NGC2057
NGC2058
NGC2059
NGC2060
NGC2061
NGC2062
NGC2063
NGC2064
NGC2065
NGC2066
NGC2067
NGC2068
NGC2069
NGC2070
NGC2071
NGC2072
NGC2073
NGC2074
NGC2075
NGC2076
NGC2077
NGC2078
NGC2079
NGC2080
NGC2081
NGC2082
NGC2083
NGC2084
NGC2085
NGC2086
NGC2087
NGC2088
NGC2089
NGC2090
NGC2091
NGC2092
NGC2093
NGC2094
NGC2095
NGC2096
NGC2097
NGC2098
NGC2099
NGC2100
NGC2101
NGC2102
NGC2103
NGC2104
NGC2105
NGC2106
NGC2107
NGC2108
NGC2109
NGC2110
NGC2111
NGC2112
NGC2113
NGC2114
NGC2115A
NGC2115B
NGC2116
NGC2117
NGC2118
NGC2119
NGC2120
NGC2121
NGC2122
NGC2123
NGC2124
NGC2125
NGC2126
NGC2127
NGC2128
NGC2129
NGC2130
NGC2131
NGC2132
NGC2133
NGC2134
NGC2135
NGC2136
NGC2137
NGC2138
NGC2139
NGC2140
NGC2141
NGC2142
NGC2143
NGC2144
NGC2145
NGC2146
NGC2146A
NGC2147
NGC2148
NGC2149
NGC2150
NGC2151
NGC2152
NGC2153
NGC2154
NGC2155
NGC2156
NGC2157
NGC2158
NGC2159
NGC2160
NGC2161
NGC2162
NGC2163
NGC2164
NGC2165
NGC2166
NGC2167
NGC2168
NGC2169
NGC2170
NGC2171
NGC2172
NGC2173
NGC2174
NGC2175
NGC2176
NGC2177
NGC2178
NGC2179
NGC2180
NGC2181
NGC2182
NGC2183
NGC2184
NGC2185
NGC2186
NGC2187A
NGC2187B
NGC2188
NGC2189
NGC2190
NGC2191
NGC2192
NGC2193
NGC2194
NGC2195
NGC2196
NGC2197
NGC2198
NGC2199
